LIMIT_BAL,BILL_AMOUNT,JOB,SEX,EDUCATION,MARRIAGE,AGE,PAY_DUE
50000,62847,Teacher,Any,High School,Married,4,No
110000,46486,Teacher,Any,High School,Married,4,No
170000,0,Doctor,Any,High School,Single,4,No
480000,482250,Doctor,Any,High School,Single,4,No
260000,0,Dealer,Any,High School,Married,4,No
50000,15899,Dealer,Any,High School,Married,4,No
30000,9720,Dealer,Any,High School,Married,4,Yes
40000,14769,Dealer,Any,High School,Married,4,No
140000,-150,Dealer,Any,High School,Married,4,Yes
160000,2000,Dealer,Any,High School,Married,4,No
60000,29295,Shopkeeper,Any,High School,Married,2,No
50000,49157,Shopkeeper,Any,High School,Married,2,Yes
120000,66055,Shopkeeper,Any,High School,Married,2,Yes
100000,16033,Shopkeeper,Any,High School,Married,2,No
280000,-288,Shopkeeper,Any,High School,Married,2,No
300000,331,Shopkeeper,Any,High School,Married,2,No
100000,101503,Dealer,Any,High School,Single,4,No
100000,73904,Dealer,Any,High School,Single,4,No
160000,155684,Dealer,Any,High School,Single,4,No
60000,41322,Lawyer,Any,High School,Single,3,No
200000,199436,Lawyer,Any,High School,Single,3,Yes
80000,1262,Lawyer,Any,High School,Married,5,No
580000,453985,Lawyer,Any,High School,Married,5,No
230000,147300,Teacher,Any,High School,Single,3,No
20000,9417,Teacher,Any,High School,Single,3,No
150000,99247,Teacher,Any,High School,Single,3,No
130000,36108,Teacher,Any,High School,Single,3,No
70000,70476,Teacher,Any,High School,Single,3,No
180000,159999,Engineer,Any,High School,Married,2,Yes
300000,280823,Engineer,Any,High School,Married,2,Yes
240000,107148,Engineer,Any,High School,Married,2,Yes
180000,10159,Engineer,Any,High School,Married,2,Yes
60000,35369,Engineer,Any,High School,Married,2,Yes
170000,158920,Engineer,Any,High School,Married,2,No
70000,68739,Engineer,Any,High School,Married,2,No
500000,315201,Engineer,Any,High School,Married,2,No
200000,38564,Lawyer,Any,University,Married,3,No
140000,1154,Lawyer,Any,University,Married,3,No
400000,0,Lawyer,Any,University,Married,3,No
30000,20518,Lawyer,Any,University,Married,3,No
280000,186149,Lawyer,Any,University,Married,3,Yes
260000,29484,Lawyer,Any,University,Married,3,No
130000,29547,Lawyer,Any,University,Married,3,No
230000,7806,Lawyer,Any,University,Married,3,No
210000,80527,Lawyer,Any,University,Married,3,No
360000,270248,Lawyer,Any,University,Married,3,No
170000,177956,Lawyer,Any,University,Married,3,No
120000,316,Broker,Any,University,Married,2,Yes
70000,70800,Broker,Any,University,Married,2,No
500000,10483,Broker,Any,University,Married,2,No
30000,20344,Broker,Any,University,Married,2,No
50000,58102,Broker,Any,University,Married,2,No
100000,98845,Broker,Any,University,Married,2,Yes
50000,46990,Broker,Any,University,Married,2,No
60000,30381,Broker,Any,University,Married,2,Yes
180000,1081,Broker,Any,University,Married,2,No
500000,94585,Broker,Any,University,Married,2,No
420000,171141,Broker,Any,University,Married,2,No
90000,49295,Broker,Any,University,Married,2,No
250000,42441,Broker,Any,University,Married,2,No
280000,207982,Broker,Any,University,Married,2,No
50000,48797,Broker,Any,University,Married,2,No
20000,2508,Broker,Any,University,Married,2,No
320000,58267,Lawyer,Any,University,Single,1,Yes
30000,28387,Lawyer,Any,University,Single,1,Yes
110000,432,Lawyer,Any,University,Single,1,No
170000,2948,Lawyer,Any,University,Single,1,Yes
80000,22619,Lawyer,Any,University,Single,1,No
260000,98560,Lawyer,Any,University,Single,1,No
20000,18763,Lawyer,Any,University,Single,1,No
50000,97538,Lawyer,Any,University,Single,1,No
360000,268112,Lawyer,Any,University,Single,1,No
20000,13168,Lawyer,Any,University,Single,1,No
310000,106468,Lawyer,Any,University,Single,1,No
50000,48036,Lawyer,Any,University,Single,1,Yes
50000,48861,Lawyer,Any,University,Single,1,Yes
20000,20218,Lawyer,Any,University,Single,1,No
30000,27826,Lawyer,Any,University,Single,1,No
50000,49609,Lawyer,Any,University,Single,1,No
180000,10022,Lawyer,Any,University,Single,1,Yes
10000,3714,Lawyer,Any,University,Single,1,No
50000,97043,Lawyer,Any,University,Single,1,No
50000,23901,Lawyer,Any,University,Single,1,Yes
240000,7818,Lawyer,Any,University,Single,1,No
20000,11192,Lawyer,Any,University,Single,1,No
50000,50507,Lawyer,Any,University,Single,1,No
120000,16812,Lawyer,Any,University,Single,1,No
20000,18804,Lawyer,Any,University,Single,1,No
80000,81003,Lawyer,Any,University,Single,1,Yes
80000,77416,Lawyer,Any,University,Single,1,Yes
70000,30139,Lawyer,Any,University,Single,1,No
210000,7166,Dealer,Any,University,Married,2,No
280000,-1312,Dealer,Any,University,Married,2,Yes
190000,177554,Dealer,Any,University,Married,2,No
110000,92638,Dealer,Any,University,Married,2,No
300000,-475,Dealer,Any,University,Married,2,Yes
320000,43528,Dealer,Any,University,Married,2,No
470000,873,Dealer,Any,University,Married,2,No
260000,7967,Dealer,Any,University,Married,2,No
110000,81665,Dealer,Any,University,Married,2,No
80000,81074,Dealer,Any,University,Married,2,No
170000,166246,Dealer,Any,University,Married,2,No
180000,21494,Dealer,Any,University,Married,2,No
350000,325,Dealer,Any,University,Married,2,No
30000,223,Dealer,Any,University,Married,2,Yes
20000,19755,Dealer,Any,University,Married,2,Yes
260000,425349,Dealer,Any,University,Married,2,Yes
380000,19261,Dealer,Any,University,Married,2,No
80000,77883,Broker,Any,University,Married,1,No
50000,102800,Broker,Any,University,Married,1,No
50000,0,Broker,Any,University,Married,1,No
100000,94453,Broker,Any,University,Married,1,No
350000,8760,Broker,Any,University,Married,1,No
300000,1874,Broker,Any,University,Married,1,No
230000,64982,Broker,Any,University,Married,1,No
200000,47236,Broker,Any,University,Married,1,No
200000,26223,Broker,Any,University,Married,1,No
140000,81960,Broker,Any,University,Married,1,No
210000,3088,Dealer,Any,University,Married,3,Yes
400000,131595,Dealer,Any,University,Married,3,No
30000,47912,Dealer,Any,University,Married,3,No
50000,34962,Dealer,Any,University,Married,3,No
150000,2605,Dealer,Any,University,Married,3,No
50000,20944,Dealer,Any,University,Married,3,No
30000,28234,Dealer,Any,University,Married,3,No
20000,15294,Dealer,Any,University,Married,3,No
230000,5990,Dealer,Any,University,Married,3,No
380000,385662,Dealer,Any,University,Married,3,Yes
140000,109326,Dealer,Any,University,Married,3,No
170000,93420,Dealer,Any,University,Married,3,Yes
50000,569,Dealer,Any,University,Married,3,Yes
180000,816,Dealer,Any,University,Married,3,No
360000,226430,Dealer,Any,University,Married,3,No
140000,19346,Engineer,Any,University,Single,3,Yes
80000,78129,Engineer,Any,University,Single,3,No
80000,45174,Engineer,Any,University,Single,3,No
240000,291,Engineer,Any,University,Single,3,Yes
50000,90231,Engineer,Any,University,Single,3,Yes
450000,-200,Dealer,Any,Graduate School,Married,3,Yes
360000,0,Dealer,Any,Graduate School,Married,3,No
100000,10529,Dealer,Any,Graduate School,Married,3,No
500000,1905,Dealer,Any,Graduate School,Married,3,No
320000,97797,Dealer,Any,Graduate School,Married,3,No
90000,6160,Dealer,Any,Graduate School,Married,3,No
210000,110346,Dealer,Any,Graduate School,Married,3,No
320000,9192,Dealer,Any,Graduate School,Married,3,No
300000,3000,Dealer,Any,Graduate School,Married,3,No
330000,8872,Dealer,Any,Graduate School,Married,3,No
200000,11253,Artist,Any,University,Single,2,No
70000,68699,Artist,Any,University,Single,2,No
100000,99209,Artist,Any,University,Single,2,No
110000,47819,Artist,Any,University,Single,2,No
360000,93029,Artist,Any,University,Single,2,No
50000,5916,Artist,Any,University,Single,2,No
380000,194314,Artist,Any,University,Single,2,No
50000,45734,Artist,Any,University,Single,2,No
50000,20526,Artist,Any,University,Single,2,Yes
220000,37304,Artist,Any,University,Single,2,No
260000,255691,Artist,Any,University,Single,2,No
90000,573,Artist,Any,University,Single,2,No
110000,65299,Artist,Any,University,Single,2,No
170000,56364,Artist,Any,University,Single,2,No
30000,99568,Artist,Any,University,Single,2,No
190000,145613,Artist,Any,University,Single,2,Yes
300000,3345,Artist,Any,University,Single,2,No
20000,19816,Artist,Any,University,Single,2,No
90000,29239,Artist,Any,University,Single,2,No
10000,8755,Artist,Any,University,Single,2,No
30000,29095,Artist,Any,University,Single,2,No
180000,119333,Artist,Any,University,Single,2,No
290000,310403,Artist,Any,University,Single,2,No
320000,91653,Artist,Any,University,Single,2,No
80000,57364,Artist,Any,University,Single,2,No
30000,7851,Artist,Any,University,Single,2,Yes
180000,3135,Artist,Any,University,Single,2,No
200000,33781,Artist,Any,University,Single,2,No
130000,171438,Artist,Any,University,Single,2,No
310000,4040,Artist,Any,University,Single,2,No
300000,62198,Artist,Any,University,Single,2,No
110000,279,Artist,Any,University,Single,2,No
30000,31089,Artist,Any,University,Single,2,No
200000,176502,Artist,Any,University,Single,2,Yes
200000,0,Artist,Any,University,Single,2,No
60000,59643,Artist,Any,University,Single,2,No
50000,50958,Artist,Any,University,Single,2,No
20000,21703,Artist,Any,University,Single,2,No
120000,16241,Artist,Any,University,Single,2,Yes
250000,6220,Artist,Any,University,Single,2,Yes
230000,189567,Artist,Any,University,Single,2,Yes
230000,326,Artist,Any,University,Single,2,No
360000,360023,Artist,Any,University,Single,2,Yes
340000,337981,Artist,Any,University,Single,2,No
450000,13500,Artist,Any,University,Single,2,No
190000,771,Artist,Any,University,Single,2,No
50000,27752,Artist,Any,University,Single,2,Yes
10000,1050,Artist,Any,University,Single,2,Yes
20000,3152,Artist,Any,University,Single,2,No
50000,14008,Artist,Any,University,Single,2,Yes
110000,116486,Artist,Any,University,Single,2,No
420000,7572,Artist,Any,University,Single,2,No
260000,106093,Artist,Any,University,Single,2,No
30000,20424,Artist,Any,University,Single,2,No
450000,457627,Artist,Any,University,Single,2,No
20000,8488,Artist,Any,University,Single,2,Yes
320000,104850,Artist,Any,University,Single,2,No
20000,4485,Artist,Any,University,Single,2,No
240000,0,Dealer,Any,University,Single,3,Yes
50000,51631,Dealer,Any,University,Single,3,No
630000,12137,Dealer,Any,University,Single,3,No
310000,103797,Engineer,Any,University,Married,3,No
280000,148363,Engineer,Any,University,Married,3,No
20000,5902,Engineer,Any,University,Married,3,No
50000,10750,Engineer,Any,University,Married,3,No
500000,16984,Engineer,Any,University,Married,3,No
190000,435,Engineer,Any,University,Married,3,No
500000,4214,Engineer,Any,University,Married,3,No
20000,13882,Engineer,Any,University,Married,3,No
70000,50886,Engineer,Any,University,Married,3,Yes
50000,49816,Engineer,Any,University,Married,3,No
90000,89875,Engineer,Any,University,Married,3,Yes
360000,22237,Engineer,Any,University,Married,3,No
200000,96910,Engineer,Any,University,Married,3,No
210000,212601,Shopkeeper,Any,University,Single,2,No
40000,40034,Shopkeeper,Any,University,Single,2,No
160000,130028,Shopkeeper,Any,University,Single,2,No
90000,35785,Shopkeeper,Any,University,Single,2,No
180000,0,Shopkeeper,Any,University,Single,2,No
400000,0,Shopkeeper,Any,University,Single,2,No
30000,28347,Shopkeeper,Any,University,Single,2,No
110000,0,Shopkeeper,Any,University,Single,2,Yes
80000,79148,Shopkeeper,Any,University,Single,2,No
150000,-19,Shopkeeper,Any,University,Single,2,No
70000,24208,Shopkeeper,Any,University,Single,2,No
230000,10237,Shopkeeper,Any,University,Single,2,No
270000,37695,Shopkeeper,Any,University,Single,2,No
80000,78717,Shopkeeper,Any,University,Single,2,No
50000,48813,Shopkeeper,Any,University,Single,2,No
400000,366193,Doctor,Any,University,Single,3,No
300000,34480,Doctor,Any,University,Single,3,No
10000,8184,Doctor,Any,University,Single,3,Yes
50000,27560,Doctor,Any,University,Single,3,No
160000,12458,Doctor,Any,University,Single,3,No
140000,108033,Doctor,Any,University,Single,3,No
50000,38947,Doctor,Any,University,Single,3,Yes
120000,14682,Lawyer,Any,Graduate School,Married,3,No
50000,45717,Lawyer,Any,Graduate School,Married,3,No
290000,165563,Lawyer,Any,Graduate School,Married,3,No
200000,667,Lawyer,Any,Graduate School,Married,3,No
220000,396,Teacher,Any,University,Married,2,Yes
200000,80833,Teacher,Any,University,Married,2,No
200000,152856,Teacher,Any,University,Married,2,No
50000,10821,Teacher,Any,University,Married,2,No
20000,17973,Teacher,Any,University,Married,2,Yes
180000,74189,Teacher,Any,University,Married,2,No
210000,396,Teacher,Any,University,Married,2,No
130000,0,Teacher,Any,University,Married,2,No
20000,16455,Teacher,Any,University,Married,2,No
150000,132214,Teacher,Any,University,Married,2,No
160000,1988,Teacher,Any,University,Married,2,No
280000,29078,Teacher,Any,University,Married,2,No
80000,20366,Teacher,Any,University,Married,2,No
60000,58203,Teacher,Any,University,Married,2,No
100000,92265,Teacher,Any,University,Married,2,No
90000,85997,Teacher,Any,University,Married,2,No
580000,110417,Teacher,Any,University,Married,2,No
220000,8000,Teacher,Any,University,Married,2,No
140000,111496,Shopkeeper,Any,University,Married,3,Yes
10000,7139,Shopkeeper,Any,University,Married,3,Yes
270000,127543,Shopkeeper,Any,University,Married,3,No
220000,650,Shopkeeper,Any,University,Married,3,Yes
200000,18012,Shopkeeper,Any,University,Married,3,No
220000,172184,Shopkeeper,Any,University,Married,3,No
300000,8924,Shopkeeper,Any,University,Married,3,No
360000,147,Shopkeeper,Any,University,Married,3,No
180000,70721,Shopkeeper,Any,University,Married,3,No
240000,8751,Shopkeeper,Any,University,Married,3,No
100000,56256,Shopkeeper,Any,University,Married,3,No
470000,169260,Shopkeeper,Any,University,Married,3,No
160000,0,Doctor,Any,University,Single,1,No
40000,35285,Doctor,Any,University,Single,1,No
50000,26795,Doctor,Any,University,Single,1,No
20000,14619,Doctor,Any,University,Single,1,No
170000,1170,Doctor,Any,University,Single,1,No
30000,22582,Doctor,Any,University,Single,1,No
330000,49549,Doctor,Any,University,Single,1,No
80000,17330,Doctor,Any,University,Single,1,Yes
50000,37647,Doctor,Any,University,Single,1,Yes
80000,11894,Doctor,Any,University,Single,1,No
20000,20610,Doctor,Any,University,Single,1,Yes
390000,149445,Doctor,Any,University,Single,1,No
30000,34423,Doctor,Any,University,Single,1,No
60000,43356,Doctor,Any,University,Single,1,Yes
140000,137606,Doctor,Any,University,Single,1,No
50000,49144,Doctor,Any,University,Single,1,No
60000,2516,Doctor,Any,University,Single,1,No
210000,108491,Doctor,Any,University,Single,1,No
50000,48072,Doctor,Any,University,Single,1,No
80000,41815,Doctor,Any,University,Single,1,No
120000,118063,Doctor,Any,University,Single,1,No
50000,21998,Doctor,Any,University,Single,1,No
10000,10250,Doctor,Any,University,Single,1,No
230000,24973,Doctor,Any,University,Single,1,No
50000,9214,Artist,Any,University,Married,2,No
50000,48226,Artist,Any,University,Married,2,No
190000,115049,Artist,Any,University,Married,2,No
30000,29493,Artist,Any,University,Married,2,No
280000,2082,Artist,Any,University,Married,2,Yes
90000,42856,Artist,Any,University,Married,2,Yes
40000,24114,Artist,Any,University,Married,2,No
30000,25078,Artist,Any,University,Married,2,No
20000,12857,Artist,Any,University,Married,2,Yes
280000,186503,Artist,Any,University,Married,2,No
360000,-301,Artist,Any,University,Married,2,Yes
70000,69418,Artist,Any,University,Married,2,Yes
400000,3697,Artist,Any,University,Married,2,No
20000,11026,Artist,Any,University,Married,2,No
230000,87764,Artist,Any,University,Married,2,Yes
160000,2694,Artist,Any,University,Married,2,No
350000,67648,Artist,Any,University,Married,2,No
300000,205064,Artist,Any,University,Married,2,No
250000,103109,Artist,Any,University,Married,2,No
140000,105192,Artist,Any,University,Married,2,No
30000,7797,Artist,Any,University,Married,2,No
50000,16906,Artist,Any,University,Married,2,No
200000,5150,Artist,Any,University,Married,2,No
80000,6108,Artist,Any,University,Married,2,No
60000,24898,Artist,Any,University,Married,2,Yes
260000,134736,Artist,Any,University,Married,2,No
90000,4989,Artist,Any,University,Married,2,No
20000,18648,Artist,Any,University,Married,2,Yes
240000,127418,Artist,Any,University,Married,2,Yes
90000,72112,Artist,Any,University,Married,2,No
160000,8015,Artist,Any,University,Married,2,No
200000,50612,Artist,Any,University,Married,2,No
80000,2890,Artist,Any,University,Married,2,No
300000,0,Artist,Any,University,Married,2,No
220000,194961,Artist,Any,University,Married,2,No
180000,152510,Artist,Any,University,Married,2,No
80000,48747,Artist,Any,University,Married,2,No
160000,26295,Artist,Any,University,Married,2,Yes
160000,0,Artist,Any,University,Married,2,Yes
400000,19660,Artist,Any,University,Married,2,No
260000,244738,Artist,Any,University,Married,2,Yes
20000,14112,Artist,Any,University,Married,2,No
140000,59504,Artist,Any,University,Married,2,No
30000,30573,Artist,Any,University,Married,2,No
70000,66759,Artist,Any,University,Married,2,No
170000,75960,Artist,Any,University,Married,2,No
130000,59955,Artist,Any,University,Married,2,No
310000,7246,Artist,Any,University,Married,2,No
250000,44930,Artist,Any,University,Married,2,No
130000,1261,Artist,Any,University,Married,2,No
150000,8967,Artist,Any,University,Married,2,No
110000,84589,Artist,Any,University,Married,2,No
50000,48508,Artist,Any,University,Married,2,No
480000,18214,Artist,Any,University,Married,2,No
80000,1689,Artist,Any,University,Married,2,No
310000,304991,Artist,Any,University,Married,2,Yes
30000,13265,Artist,Any,University,Married,2,No
420000,253454,Artist,Any,University,Married,2,No
100000,2205,Artist,Any,University,Married,2,No
260000,243196,Artist,Any,University,Married,2,No
60000,4764,Artist,Any,University,Married,2,No
240000,10674,Artist,Any,University,Married,2,No
400000,52271,Artist,Any,University,Married,2,No
160000,776,Artist,Any,University,Married,2,Yes
50000,48219,Artist,Any,University,Married,2,No
70000,60058,Artist,Any,University,Married,2,No
320000,93768,Artist,Any,University,Married,2,No
50000,1894,Artist,Any,University,Married,2,Yes
200000,9076,Artist,Any,University,Married,2,No
80000,11262,Artist,Any,University,Married,2,No
500000,59372,Artist,Any,University,Married,2,No
140000,121374,Artist,Any,University,Married,2,No
140000,86627,Shopkeeper,Any,University,Married,2,No
240000,240878,Shopkeeper,Any,University,Married,2,No
280000,213738,Shopkeeper,Any,University,Married,2,No
30000,0,Shopkeeper,Any,University,Married,2,No
10000,15915,Shopkeeper,Any,University,Married,2,No
240000,238,Shopkeeper,Any,University,Married,2,Yes
180000,15548,Shopkeeper,Any,University,Married,2,Yes
240000,219099,Shopkeeper,Any,University,Married,2,No
100000,14483,Shopkeeper,Any,University,Married,2,Yes
10000,8425,Shopkeeper,Any,University,Married,2,No
480000,90258,Shopkeeper,Any,University,Married,2,No
50000,47790,Shopkeeper,Any,University,Married,2,No
120000,4158,Shopkeeper,Any,University,Married,2,No
60000,47000,Shopkeeper,Any,University,Married,2,No
50000,1050,Shopkeeper,Any,University,Married,2,Yes
290000,274558,Shopkeeper,Any,University,Married,2,Yes
170000,109863,Shopkeeper,Any,University,Married,2,No
140000,430,Shopkeeper,Any,University,Married,2,Yes
150000,39465,Shopkeeper,Any,University,Married,2,Yes
30000,28778,Shopkeeper,Any,University,Married,2,Yes
20000,20498,Shopkeeper,Any,University,Married,2,Yes
30000,25382,Lawyer,Any,University,Single,4,No
20000,14591,Lawyer,Any,University,Single,4,No
360000,10733,Lawyer,Any,University,Single,4,No
290000,-68,Lawyer,Any,University,Single,4,No
500000,507062,Doctor,Any,Graduate School,Married,2,No
300000,2285,Doctor,Any,Graduate School,Married,2,No
290000,93844,Doctor,Any,Graduate School,Married,2,No
300000,0,Doctor,Any,Graduate School,Married,2,No
280000,21251,Doctor,Any,Graduate School,Married,2,No
140000,23944,Doctor,Any,Graduate School,Married,2,No
270000,23351,Doctor,Any,Graduate School,Married,2,No
20000,628,Doctor,Any,Graduate School,Married,2,No
160000,0,Doctor,Any,Graduate School,Married,2,No
200000,-14386,Doctor,Any,Graduate School,Married,2,No
410000,2744,Doctor,Any,Graduate School,Married,2,No
230000,2648,Doctor,Any,Graduate School,Married,2,No
470000,152478,Lawyer,Any,University,Married,1,Yes
90000,12770,Lawyer,Any,University,Married,1,Yes
400000,400134,Lawyer,Any,University,Married,1,No
160000,62312,Lawyer,Any,University,Married,1,No
490000,192586,Lawyer,Any,University,Married,1,No
90000,41073,Lawyer,Any,University,Married,1,No
230000,9636,Shopkeeper,Any,University,Married,1,Yes
200000,81865,Shopkeeper,Any,University,Married,1,No
40000,11273,Shopkeeper,Any,University,Married,1,No
220000,0,Shopkeeper,Any,University,Married,1,No
80000,21507,Shopkeeper,Any,University,Married,1,No
20000,3913,Shopkeeper,Any,University,Married,1,Yes
140000,44733,Teacher,Any,University,Single,1,No
50000,14937,Teacher,Any,University,Single,1,No
30000,24238,Teacher,Any,University,Single,1,Yes
80000,77389,Teacher,Any,University,Single,1,No
400000,-200,Teacher,Any,University,Single,1,No
30000,7160,Teacher,Any,University,Single,1,No
140000,4113,Teacher,Any,University,Single,1,No
20000,20235,Teacher,Any,University,Single,1,Yes
130000,122750,Teacher,Any,University,Single,1,No
30000,17893,Teacher,Any,University,Single,1,Yes
50000,52515,Teacher,Any,University,Single,1,Yes
40000,20035,Teacher,Any,University,Single,1,No
20000,8222,Teacher,Any,University,Single,1,Yes
50000,26655,Teacher,Any,University,Single,1,No
100000,70896,Teacher,Any,University,Single,1,Yes
60000,480,Teacher,Any,University,Single,1,No
190000,110031,Teacher,Any,University,Single,1,No
50000,29186,Teacher,Any,University,Single,1,No
30000,27388,Teacher,Any,University,Single,1,No
240000,184501,Teacher,Any,University,Single,1,No
150000,127402,Teacher,Any,University,Single,1,No
50000,49809,Teacher,Any,University,Single,1,No
20000,10642,Teacher,Any,University,Single,1,No
230000,26361,Doctor,Any,University,Married,1,Yes
270000,21586,Doctor,Any,University,Married,1,No
120000,1686,Doctor,Any,University,Married,1,No
330000,390,Doctor,Any,University,Married,1,No
20000,16726,Doctor,Any,University,Married,1,Yes
200000,159398,Doctor,Any,University,Married,1,Yes
230000,30818,Doctor,Any,University,Married,1,No
40000,21590,Doctor,Any,University,Married,1,Yes
230000,56171,Doctor,Any,University,Married,1,No
20000,21075,Lawyer,Any,University,Single,3,No
50000,50300,Lawyer,Any,University,Single,3,No
210000,467,Lawyer,Any,University,Single,3,No
20000,2400,Lawyer,Any,University,Single,3,Yes
240000,14348,Shopkeeper,Any,University,Single,1,No
120000,113348,Shopkeeper,Any,University,Single,1,No
20000,19977,Shopkeeper,Any,University,Single,1,Yes
50000,48221,Shopkeeper,Any,University,Single,1,No
20000,15764,Shopkeeper,Any,University,Single,1,No
240000,92,Shopkeeper,Any,University,Single,1,No
140000,101551,Shopkeeper,Any,University,Single,1,Yes
440000,96190,Shopkeeper,Any,University,Single,1,No
140000,133572,Shopkeeper,Any,University,Single,1,Yes
30000,27391,Shopkeeper,Any,University,Single,1,No
20000,1041,Shopkeeper,Any,University,Single,1,No
220000,165040,Shopkeeper,Any,University,Single,1,Yes
20000,16508,Shopkeeper,Any,University,Single,1,No
100000,914,Shopkeeper,Any,University,Single,1,No
90000,24401,Shopkeeper,Any,University,Single,1,No
160000,7002,Shopkeeper,Any,University,Single,1,No
140000,945,Shopkeeper,Any,University,Single,1,No
120000,100,Shopkeeper,Any,University,Single,1,No
50000,17771,Shopkeeper,Any,University,Single,1,No
50000,27570,Shopkeeper,Any,University,Single,1,No
60000,49507,Shopkeeper,Any,University,Single,1,Yes
50000,29509,Shopkeeper,Any,University,Single,1,Yes
50000,49819,Shopkeeper,Any,University,Single,1,No
100000,72652,Shopkeeper,Any,University,Single,1,Yes
80000,79318,Shopkeeper,Any,University,Single,1,No
170000,12159,Shopkeeper,Any,University,Single,1,No
110000,5660,Shopkeeper,Any,University,Single,1,No
60000,55064,Shopkeeper,Any,University,Single,1,No
280000,208775,Artist,Any,University,Married,4,No
270000,137807,Artist,Any,University,Married,4,No
230000,1350,Artist,Any,University,Married,4,No
360000,2995,Artist,Any,University,Married,4,No
500000,10929,Artist,Any,University,Married,4,No
50000,1583,Artist,Any,University,Married,4,No
50000,8617,Artist,Any,University,Married,4,No
360000,750,Artist,Any,University,Married,4,No
110000,46132,Artist,Any,University,Married,4,No
330000,-9,Artist,Any,University,Married,4,No
220000,8727,Artist,Any,University,Married,4,No
200000,64195,Lawyer,Any,University,Single,2,No
140000,390,Lawyer,Any,University,Single,2,No
200000,1371,Lawyer,Any,University,Single,2,No
50000,14536,Lawyer,Any,University,Single,2,No
90000,2667,Lawyer,Any,University,Single,2,No
170000,24581,Lawyer,Any,University,Single,2,No
300000,291619,Lawyer,Any,University,Single,2,No
380000,22401,Lawyer,Any,University,Single,2,No
210000,142149,Lawyer,Any,University,Single,2,No
200000,184676,Lawyer,Any,University,Single,2,No
20000,11916,Lawyer,Any,University,Single,2,No
360000,0,Lawyer,Any,University,Single,2,Yes
80000,25935,Lawyer,Any,University,Single,2,No
450000,-14,Lawyer,Any,University,Single,2,No
140000,101038,Lawyer,Any,University,Single,2,No
230000,28114,Lawyer,Any,University,Single,2,No
460000,449790,Lawyer,Any,University,Single,2,No
20000,5766,Artist,Any,Graduate School,Married,1,Yes
150000,-819,Artist,Any,Graduate School,Married,1,No
230000,30341,Artist,Any,Graduate School,Married,1,No
340000,351828,Artist,Any,Graduate School,Married,1,No
410000,354506,Artist,Any,University,Married,3,Yes
360000,0,Artist,Any,University,Married,3,Yes
120000,1188,Artist,Any,University,Married,3,No
340000,4052,Artist,Any,University,Married,3,No
440000,180641,Artist,Any,University,Married,3,No
280000,135673,Artist,Any,University,Married,3,No
210000,106724,Artist,Any,University,Married,3,No
150000,3260,Artist,Any,University,Married,3,Yes
160000,0,Artist,Any,University,Married,3,No
500000,12200,Artist,Any,University,Married,3,No
470000,13780,Artist,Any,University,Married,3,No
30000,27879,Artist,Any,University,Married,3,No
140000,1600,Artist,Any,University,Married,3,Yes
80000,3153,Artist,Any,University,Married,3,No
20000,18021,Artist,Any,University,Married,3,No
360000,5101,Artist,Any,University,Married,3,No
50000,21986,Artist,Any,University,Married,3,No
50000,44338,Artist,Any,University,Married,3,No
180000,27679,Artist,Any,University,Married,3,Yes
240000,0,Artist,Any,University,Married,3,No
50000,23587,Artist,Any,University,Married,3,No
240000,3313,Artist,Any,University,Married,3,Yes
50000,10929,Artist,Any,University,Married,3,No
80000,2587,Artist,Any,University,Married,3,No
630000,37850,Artist,Any,University,Married,3,No
60000,57598,Artist,Any,University,Married,3,Yes
120000,92007,Artist,Any,University,Married,3,No
60000,631,Artist,Any,University,Married,3,No
30000,28703,Artist,Any,University,Married,3,No
50000,28718,Artist,Any,University,Married,3,Yes
150000,390,Artist,Any,University,Married,3,Yes
310000,23396,Artist,Any,University,Married,3,No
50000,3656,Artist,Any,University,Married,3,No
170000,21170,Artist,Any,University,Married,3,No
50000,1473,Artist,Any,University,Married,3,No
130000,24008,Artist,Any,University,Married,3,No
240000,20272,Artist,Any,University,Married,3,No
260000,0,Doctor,Any,University,Married,2,No
210000,26749,Doctor,Any,University,Married,2,No
360000,-103,Doctor,Any,University,Married,2,No
260000,5841,Doctor,Any,University,Married,2,No
100000,326,Doctor,Any,University,Married,2,No
200000,6626,Doctor,Any,University,Married,2,No
160000,880,Doctor,Any,University,Married,2,No
210000,37148,Doctor,Any,University,Married,2,No
240000,-946,Doctor,Any,University,Married,2,Yes
20000,17104,Doctor,Any,University,Married,2,No
120000,113869,Doctor,Any,University,Married,2,No
270000,234752,Doctor,Any,University,Married,2,Yes
360000,0,Doctor,Any,University,Married,2,No
180000,175886,Doctor,Any,University,Married,2,No
50000,46512,Doctor,Any,University,Married,2,Yes
150000,1184,Doctor,Any,University,Married,2,No
80000,15234,Doctor,Any,University,Married,2,Yes
200000,-179,Doctor,Any,University,Married,2,Yes
20000,20631,Doctor,Any,University,Married,2,Yes
180000,83538,Doctor,Any,University,Married,2,Yes
90000,23132,Doctor,Any,University,Married,2,No
10000,1877,Broker,Any,University,Single,1,No
70000,5580,Broker,Any,University,Single,1,No
80000,14029,Broker,Any,University,Single,1,Yes
220000,122286,Broker,Any,University,Single,1,No
110000,83687,Broker,Any,University,Single,1,No
20000,18937,Broker,Any,University,Single,1,No
50000,2155,Broker,Any,University,Single,1,No
60000,56685,Broker,Any,University,Single,1,No
