39, Male, White, Bachelors, Never-married, United-States, State-gov, Adm-clerical, <=50K
34, Male, White, Bachelors, Married-civ-spouse, Iran, Private, Prof-specialty, >50K
19, Male, Asian-Pac-Islander, Some-college, Never-married, Vietnam, Private, Adm-clerical, <=50K
37, Male, Asian-Pac-Islander, Some-college, Married-civ-spouse, United-States, Private, Exec-managerial, <=50K
27, Female, Asian-Pac-Islander, Bachelors, Never-married, Hong, Private, Adm-clerical, <=50K
18, Female, White, HS-grad, Never-married, United-States, Private, Sales, <=50K
31, Female, White, Some-college, Widowed, United-States, Private, Adm-clerical, <=50K
49, Male, White, HS-grad, Married-civ-spouse, United-States, Private, Transport-moving, <=50K
26, Male, White, Prof-school, Married-civ-spouse, Columbia, Federal-gov, Prof-specialty, <=50K
48, Male, White, HS-grad, Married-civ-spouse, United-States, Private, Craft-repair, >50K
39, Male, Black, HS-grad, Married-civ-spouse, United-States, Private, Craft-repair, <=50K
41, Female, White, HS-grad, Separated, United-States, Private, Machine-op-inspct, <=50K
48, Female, White, Assoc-voc, Divorced, United-States, State-gov, Prof-specialty, >50K
40, Female, White, Bachelors, Divorced, United-States, Private, Exec-managerial, >50K
70, Male, White, Bachelors, Married-civ-spouse, United-States, Private, Sales, >50K
20, Male, White, HS-grad, Never-married, United-States, Private, Handlers-cleaners, <=50K
38, Male, White, 5th-6th, Married-civ-spouse, Mexico, Private, Other-service, <=50K
37, Female, White, Some-college, Separated, Cuba, Self-emp-not-inc, Other-service, <=50K
49, Female, White, Some-college, Widowed, United-States, Private, Exec-managerial, >50K
51, Male, White, HS-grad, Married-civ-spouse, United-States, Private, Handlers-cleaners, >50K
43, Male, White, 1st-4th, Never-married, United-States, Private, Sales, <=50K
38, Male, White, Prof-school, Never-married, United-States, Private, Prof-specialty, <=50K
23, Male, White, 7th-8th, Never-married, Mexico, Private, Other-service, <=50K
34, Male, White, HS-grad, Married-civ-spouse, United-States, Private, Craft-repair, <=50K
33, Male, White, Some-college, Never-married, United-States, Private, Adm-clerical, <=50K
31, Female, White, Some-college, Never-married, United-States, Private, Farming-fishing, <=50K
64, Female, White, Some-college, Widowed, United-States, Private, Tech-support, <=50K
26, Male, White, Bachelors, Married-civ-spouse, El-Salvador, Local-gov, Prof-specialty, <=50K
55, Male, White, Some-college, Married-civ-spouse, United-States, Private, Prof-specialty, <=50K
61, Male, White, Bachelors, Married-spouse-absent, United-States, Local-gov, Prof-specialty, <=50K
37, Male, White, HS-grad, Married-civ-spouse, United-States, Private, Tech-support, >50K
78, Male, White, Bachelors, Married-civ-spouse, United-States, Local-gov, Exec-managerial, <=50K
27, Female, Black, Some-college, Never-married, United-States, Federal-gov, Adm-clerical, <=50K
49, Male, White, HS-grad, Divorced, United-States, Private, Prof-specialty, <=50K
55, Male, White, Masters, Married-civ-spouse, United-States, State-gov, Prof-specialty, >50K
42, Male, White, Bachelors, Married-civ-spouse, United-States, Private, Transport-moving, <=50K
61, Male, White, 9th, Married-civ-spouse, United-States, Private, Craft-repair, <=50K
64, Male, White, Bachelors, Married-civ-spouse, United-States, Self-emp-not-inc, Adm-clerical, <=50K
46, Male, White, HS-grad, Married-civ-spouse, United-States, Local-gov, Other-service, <=50K
24, Male, White, Bachelors, Never-married, United-States, Private, Exec-managerial, <=50K
27, Male, White, Some-college, Married-civ-spouse, United-States, Private, Craft-repair, <=50K
47, Male, White, HS-grad, Married-civ-spouse, United-States, Private, Transport-moving, >50K
18, Male, White, Some-college, Divorced, United-States, Private, Other-service, <=50K
48, Male, White, HS-grad, Married-civ-spouse, United-States, Private, Sales, <=50K
50, Male, White, HS-grad, Divorced, United-States, Self-emp-not-inc, Farming-fishing, <=50K
40, Female, White, Masters, Divorced, United-States, State-gov, Prof-specialty, <=50K
56, Male, White, 10th, Divorced, United-States, Self-emp-not-inc, Sales, <=50K
34, Female, White, HS-grad, Never-married, United-States, Private, Adm-clerical, <=50K
56, Male, White, Bachelors, Married-civ-spouse, United-States, Federal-gov, Sales, <=50K
18, Male, White, 11th, Never-married, United-States, Private, Other-service, <=50K
21, Female, White, Some-college, Never-married, United-States, Private, Other-service, <=50K
40, Female, White, HS-grad, Divorced, United-States, Private, Tech-support, <=50K
27, Male, White, HS-grad, Married-civ-spouse, United-States, Local-gov, Handlers-cleaners, <=50K
52, Male, White, Prof-school, Married-civ-spouse, United-States, Self-emp-not-inc, Prof-specialty, >50K
46, Female, White, HS-grad, Divorced, United-States, Private, Sales, <=50K
23, Female, White, HS-grad, Never-married, United-States, Private, Adm-clerical, <=50K
50, Male, White, Some-college, Married-civ-spouse, United-States, Private, Tech-support, >50K
19, Male, White, Some-college, Never-married, United-States, Private, Machine-op-inspct, <=50K
20, Male, White, HS-grad, Never-married, United-States, Private, Other-service, <=50K
39, Female, White, Some-college, Divorced, United-States, Private, Exec-managerial, >50K
24, Male, White, 11th, Never-married, United-States, Private, Craft-repair, <=50K
72, Female, White, Assoc-voc, Widowed, United-States, Private, Adm-clerical, <=50K
42, Female, White, Masters, Married-civ-spouse, United-States, State-gov, Prof-specialty, >50K
51, Male, Amer-Indian-Eskimo, Bachelors, Divorced, United-States, Private, Exec-managerial, <=50K
39, Male, White, HS-grad, Married-civ-spouse, United-States, Private, Sales, >50K
40, Female, Amer-Indian-Eskimo, Some-college, Never-married, United-States, Local-gov, Adm-clerical, <=50K
34, Male, White, Some-college, Married-civ-spouse, United-States, Private, Sales, >50K
19, Male, White, 11th, Never-married, Mexico, Private, Handlers-cleaners, <=50K
26, Female, White, HS-grad, Never-married, United-States, Private, Exec-managerial, <=50K
45, Female, White, Bachelors, Divorced, United-States, Local-gov, Prof-specialty, >50K
28, Female, White, Masters, Never-married, United-States, Private, Prof-specialty, >50K
30, Male, White, Bachelors, Never-married, United-States, Federal-gov, Prof-specialty, >50K
32, Female, White, HS-grad, Never-married, United-States, Private, Adm-clerical, <=50K
19, Female, White, Some-college, Never-married, United-States, Private, Other-service, <=50K
21, Male, White, HS-grad, Never-married, United-States, Private, Other-service, <=50K
54, Female, Black, HS-grad, Married-civ-spouse, United-States, Private, Priv-house-serv, <=50K
62, Male, White, Prof-school, Married-civ-spouse, United-States, Private, Prof-specialty, >50K
25, Male, White, Some-college, Never-married, United-States, Private, Other-service, <=50K
49, Female, White, Some-college, Divorced, United-States, Self-emp-inc, Exec-managerial, <=50K
32, Male, White, HS-grad, Married-civ-spouse, United-States, Private, Craft-repair, >50K
37, Male, White, HS-grad, Married-civ-spouse, United-States, Local-gov, Protective-serv, >50K
58, Female, White, HS-grad, Divorced, United-States, Private, Sales, <=50K
37, Female, White, Some-college, Married-civ-spouse, United-States, Private, Adm-clerical, >50K
41, Female, White, HS-grad, Never-married, United-States, Private, Exec-managerial, <=50K
38, Male, White, Bachelors, Married-civ-spouse, United-States, Private, Exec-managerial, >50K
47, Male, White, HS-grad, Married-civ-spouse, United-States, State-gov, Other-service, <=50K
42, Male, Black, HS-grad, Divorced, United-States, Private, Other-service, <=50K
30, Male, White, HS-grad, Married-civ-spouse, United-States, State-gov, Adm-clerical, <=50K
43, Male, White, Some-college, Married-civ-spouse, United-States, Private, Sales, >50K
34, Male, Black, HS-grad, Married-civ-spouse, United-States, Private, Machine-op-inspct, <=50K
57, Female, White, Some-college, Divorced, United-States, Private, Exec-managerial, <=50K
46, Male, White, 11th, Married-civ-spouse, United-States, Private, Machine-op-inspct, <=50K
32, Male, White, Some-college, Married-civ-spouse, United-States, Private, Transport-moving, <=50K
20, Female, White, 9th, Never-married, Nicaragua, Private, Machine-op-inspct, <=50K
47, Male, White, Assoc-voc, Divorced, United-States, Private, Sales, <=50K
53, Male, White, 7th-8th, Married-civ-spouse, Greece, Self-emp-not-inc, Exec-managerial, >50K
43, Male, White, Bachelors, Married-civ-spouse, United-States, Private, Sales, >50K
80, Male, White, 7th-8th, Married-civ-spouse, United-States, Self-emp-not-inc, Farming-fishing, <=50K
24, Female, White, Some-college, Never-married, Mexico, Private, Other-service, <=50K
43, Male, White, Masters, Married-civ-spouse, United-States, Local-gov, Exec-managerial, >50K
22, Male, White, HS-grad, Never-married, United-States, Private, Handlers-cleaners, <=50K
40, Male, Black, Some-college, Separated, United-States, Private, Exec-managerial, <=50K
48, Male, White, HS-grad, Married-civ-spouse, United-States, Private, Exec-managerial, >50K
51, Male, White, HS-grad, Married-civ-spouse, United-States, Private, Craft-repair, >50K
24, Female, White, HS-grad, Never-married, United-States, Federal-gov, Adm-clerical, <=50K
19, Female, White, HS-grad, Never-married, United-States, Private, Other-service, <=50K
34, Female, White, Some-college, Divorced, United-States, Private, Adm-clerical, <=50K
24, Male, White, HS-grad, Never-married, United-States, Private, Craft-repair, <=50K
41, Male, White, Bachelors, Married-civ-spouse, Canada, Private, Transport-moving, >50K
24, Female, White, HS-grad, Divorced, United-States, Private, Sales, <=50K
22, Male, White, Some-college, Never-married, United-States, Local-gov, Protective-serv, <=50K
32, Female, White, Some-college, Divorced, United-States, Federal-gov, Adm-clerical, <=50K
41, Female, White, Bachelors, Divorced, United-States, Private, Exec-managerial, <=50K
20, Male, White, Some-college, Never-married, United-States, Private, Other-service, <=50K
31, Male, Black, HS-grad, Never-married, United-States, Private, Other-service, <=50K
55, Male, White, Bachelors, Married-civ-spouse, United-States, Private, Tech-support, >50K
26, Male, White, Bachelors, Never-married, United-States, Private, Sales, <=50K
27, Male, White, HS-grad, Divorced, United-States, Self-emp-not-inc, Transport-moving, <=50K
35, Female, White, HS-grad, Separated, United-States, Private, Adm-clerical, <=50K
40, Male, White, HS-grad, Divorced, Greece, Private, Other-service, <=50K
59, Male, White, Some-college, Married-civ-spouse, United-States, Private, Prof-specialty, <=50K
61, Male, White, Some-college, Married-civ-spouse, United-States, Private, Sales, >50K
31, Female, Black, HS-grad, Never-married, United-States, Private, Sales, <=50K
43, Male, White, Masters, Divorced, United-States, Federal-gov, Protective-serv, >50K
61, Male, Black, 5th-6th, Never-married, United-States, Private, Handlers-cleaners, <=50K
54, Female, White, Assoc-acdm, Widowed, United-States, Private, Adm-clerical, <=50K
30, Male, White, Some-college, Married-civ-spouse, United-States, Private, Sales, <=50K
20, Female, White, Some-college, Never-married, United-States, Private, Sales, <=50K
27, Female, White, Masters, Never-married, Germany, State-gov, Prof-specialty, <=50K
44, Male, White, Some-college, Divorced, United-States, Self-emp-inc, Machine-op-inspct, <=50K
64, Female, White, Some-college, Widowed, Cuba, Private, Adm-clerical, <=50K
55, Female, White, HS-grad, Divorced, United-States, Private, Adm-clerical, <=50K
34, Male, White, HS-grad, Divorced, United-States, Private, Craft-repair, <=50K
61, Female, White, HS-grad, Widowed, United-States, Private, Sales, <=50K
34, Female, Black, HS-grad, Divorced, United-States, Private, Machine-op-inspct, <=50K
47, Male, White, Prof-school, Married-civ-spouse, United-States, Self-emp-inc, Prof-specialty, >50K
26, Male, White, Bachelors, Never-married, United-States, Private, Adm-clerical, <=50K
35, Male, Amer-Indian-Eskimo, 11th, Never-married, United-States, Private, Other-service, <=50K
36, Male, White, Bachelors, Married-civ-spouse, United-States, Private, Prof-specialty, <=50K
47, Male, White, Bachelors, Married-civ-spouse, United-States, Private, Prof-specialty, >50K
17, Female, Black, 11th, Never-married, United-States, Private, Other-service, <=50K
35, Male, White, Some-college, Married-civ-spouse, United-States, Private, Prof-specialty, <=50K
33, Male, White, Masters, Never-married, United-States, Private, Prof-specialty, <=50K
25, Female, White, Assoc-acdm, Married-civ-spouse, United-States, Private, Adm-clerical, <=50K
18, Male, White, 10th, Never-married, United-States, Private, Sales, <=50K
47, Male, White, Masters, Separated, United-States, State-gov, Prof-specialty, <=50K
44, Female, Black, HS-grad, Widowed, United-States, Private, Other-service, <=50K
41, Female, White, HS-grad, Divorced, United-States, Private, Other-service, <=50K
30, Female, White, Bachelors, Never-married, United-States, Private, Adm-clerical, <=50K
53, Male, White, Some-college, Married-civ-spouse, United-States, Self-emp-not-inc, Farming-fishing, <=50K
53, Female, Black, HS-grad, Widowed, United-States, Private, Other-service, <=50K
40, Female, White, HS-grad, Married-civ-spouse, United-States, Private, Sales, <=50K
24, Male, White, Some-college, Never-married, United-States, Private, Adm-clerical, <=50K
27, Male, White, Bachelors, Never-married, United-States, Private, Sales, <=50K
50, Male, White, 5th-6th, Married-civ-spouse, Mexico, Private, Transport-moving, <=50K
36, Male, White, 11th, Married-civ-spouse, United-States, Private, Craft-repair, <=50K
41, Male, White, 1st-4th, Married-civ-spouse, Mexico, Private, Machine-op-inspct, >50K
41, Female, White, Masters, Never-married, United-States, Private, Prof-specialty, <=50K
31, Female, White, HS-grad, Never-married, United-States, Private, Other-service, <=50K
32, Male, White, Bachelors, Married-civ-spouse, United-States, Federal-gov, Exec-managerial, <=50K
22, Male, White, Some-college, Never-married, United-States, Private, Machine-op-inspct, <=50K
22, Male, White, 10th, Divorced, United-States, Private, Craft-repair, <=50K
18, Male, White, 12th, Never-married, United-States, Local-gov, Prof-specialty, <=50K
39, Male, Black, Bachelors, Married-civ-spouse, United-States, Private, Prof-specialty, <=50K
38, Female, White, HS-grad, Married-civ-spouse, United-States, Private, Exec-managerial, <=50K
35, Male, White, HS-grad, Married-civ-spouse, United-States, State-gov, Craft-repair, <=50K
23, Male, White, Some-college, Never-married, United-States, Private, Machine-op-inspct, <=50K
54, Male, White, Bachelors, Married-civ-spouse, United-States, Self-emp-not-inc, Exec-managerial, >50K
36, Male, White, Masters, Married-civ-spouse, United-States, Private, Prof-specialty, >50K
63, Male, White, HS-grad, Married-civ-spouse, United-States, Local-gov, Exec-managerial, <=50K
39, Male, White, Some-college, Married-civ-spouse, United-States, Private, Exec-managerial, <=50K
57, Male, White, Some-college, Married-civ-spouse, United-States, Self-emp-not-inc, Sales, >50K
58, Male, White, Prof-school, Married-civ-spouse, United-States, Self-emp-inc, Prof-specialty, >50K
29, Female, Asian-Pac-Islander, Bachelors, Never-married, Japan, Private, Adm-clerical, <=50K
17, Female, White, 11th, Never-married, United-States, Private, Sales, <=50K
40, Male, White, HS-grad, Divorced, United-States, Private, Craft-repair, <=50K
69, Female, White, Some-college, Married-civ-spouse, United-States, Self-emp-not-inc, Other-service, <=50K
28, Female, White, 10th, Divorced, United-States, Private, Sales, <=50K
38, Male, White, 9th, Married-civ-spouse, United-States, Private, Craft-repair, <=50K
44, Male, White, Prof-school, Never-married, United-States, Private, Prof-specialty, >50K
45, Female, Black, Prof-school, Divorced, United-States, Local-gov, Prof-specialty, <=50K
33, Male, Black, Bachelors, Married-civ-spouse, United-States, State-gov, Adm-clerical, <=50K
41, Male, White, Some-college, Married-civ-spouse, United-States, Local-gov, Other-service, >50K
37, Male, White, HS-grad, Married-civ-spouse, United-States, Self-emp-inc, Sales, >50K
50, Male, White, Some-college, Married-civ-spouse, United-States, Private, Sales, >50K
48, Male, White, Bachelors, Married-civ-spouse, United-States, Private, Prof-specialty, <=50K
36, Male, White, Some-college, Married-civ-spouse, United-States, Private, Exec-managerial, >50K
21, Female, White, Some-college, Never-married, United-States, Private, Other-service, <=50K
37, Male, White, Assoc-acdm, Married-civ-spouse, United-States, Private, Farming-fishing, <=50K
20, Female, White, Some-college, Never-married, United-States, State-gov, Prof-specialty, <=50K
54, Female, White, HS-grad, Married-civ-spouse, United-States, Self-emp-not-inc, Sales, <=50K
28, Female, White, HS-grad, Separated, United-States, Private, Sales, <=50K
27, Male, White, Some-college, Never-married, United-States, Private, Prof-specialty, <=50K
33, Female, Black, Assoc-voc, Never-married, United-States, Private, Other-service, <=50K
40, Male, White, Prof-school, Never-married, United-States, Self-emp-not-inc, Prof-specialty, >50K
47, Male, White, Masters, Married-civ-spouse, United-States, Private, Sales, >50K
44, Female, White, 1st-4th, Never-married, El-Salvador, Private, Machine-op-inspct, <=50K
25, Male, White, 12th, Never-married, United-States, Private, Handlers-cleaners, <=50K
35, Male, White, Bachelors, Married-civ-spouse, United-States, Private, Prof-specialty, <=50K
29, Female, White, Some-college, Married-civ-spouse, United-States, Private, Sales, <=50K
30, Male, White, HS-grad, Divorced, United-States, Private, Machine-op-inspct, <=50K
30, Male, White, Some-college, Married-civ-spouse, United-States, Private, Handlers-cleaners, <=50K
56, Female, White, 7th-8th, Divorced, United-States, Self-emp-not-inc, Other-service, <=50K
25, Male, White, Bachelors, Never-married, United-States, Self-emp-not-inc, Prof-specialty, <=50K
28, Male, Black, HS-grad, Never-married, United-States, Private, Handlers-cleaners, <=50K
43, Male, White, 9th, Married-civ-spouse, United-States, Self-emp-not-inc, Craft-repair, <=50K
47, Male, White, HS-grad, Married-civ-spouse, United-States, Local-gov, Protective-serv, >50K
46, Male, White, Bachelors, Married-civ-spouse, United-States, Self-emp-not-inc, Craft-repair, <=50K
41, Female, White, Masters, Divorced, United-States, State-gov, Prof-specialty, <=50K
38, Female, White, Assoc-acdm, Married-civ-spouse, United-States, Federal-gov, Adm-clerical, >50K
29, Male, Black, HS-grad, Never-married, United-States, Private, Protective-serv, <=50K
25, Male, White, 5th-6th, Never-married, Mexico, Private, Craft-repair, <=50K
56, Male, White, 11th, Married-civ-spouse, United-States, Private, Craft-repair, <=50K
31, Male, White, 7th-8th, Married-civ-spouse, United-States, Private, Handlers-cleaners, <=50K
22, Male, White, 11th, Never-married, United-States, Private, Other-service, <=50K
31, Male, White, HS-grad, Never-married, United-States, Private, Handlers-cleaners, <=50K
28, Female, White, Some-college, Separated, United-States, Private, Adm-clerical, <=50K
53, Male, Black, Bachelors, Married-civ-spouse, United-States, Private, Exec-managerial, <=50K
45, Female, White, Masters, Divorced, United-States, Private, Exec-managerial, >50K
71, Male, Black, Preschool, Widowed, United-States, Private, Craft-repair, <=50K
39, Male, White, HS-grad, Married-civ-spouse, United-States, Private, Craft-repair, >50K
19, Female, White, HS-grad, Married-AF-spouse, United-States, Federal-gov, Sales, <=50K
34, Female, White, Bachelors, Divorced, United-States, Local-gov, Prof-specialty, <=50K
36, Male, White, HS-grad, Married-civ-spouse, United-States, Private, Adm-clerical, <=50K
40, Female, White, HS-grad, Married-spouse-absent, United-States, Private, Other-service, <=50K
90, Female, White, Some-college, Separated, Puerto-Rico, Private, Adm-clerical, <=50K
56, Male, White, Prof-school, Married-civ-spouse, United-States, Private, Exec-managerial, <=50K
21, Female, White, HS-grad, Never-married, United-States, Private, Prof-specialty, <=50K
48, Male, White, Bachelors, Married-civ-spouse, United-States, Private, Exec-managerial, >50K
45, Female, White, Some-college, Separated, United-States, Private, Adm-clerical, <=50K
46, Male, White, HS-grad, Married-civ-spouse, United-States, Private, Machine-op-inspct, >50K
64, Female, White, 10th, Separated, United-States, Private, Other-service, <=50K
29, Male, Asian-Pac-Islander, Masters, Never-married, Taiwan, Local-gov, Prof-specialty, <=50K
22, Female, White, HS-grad, Divorced, Germany, Private, Tech-support, <=50K
47, Male, White, HS-grad, Married-civ-spouse, Italy, Private, Transport-moving, >50K
67, Male, White, Bachelors, Married-civ-spouse, United-States, Self-emp-inc, Exec-managerial, >50K
43, Male, White, HS-grad, Married-civ-spouse, United-States, Private, Handlers-cleaners, <=50K
42, Male, White, Some-college, Married-civ-spouse, United-States, Private, Sales, <=50K
31, Male, White, Some-college, Married-civ-spouse, United-States, Private, Other-service, <=50K
53, Female, White, 11th, Divorced, United-States, Private, Other-service, <=50K
81, Female, Black, 9th, Widowed, United-States, Private, Priv-house-serv, <=50K
33, Female, White, HS-grad, Divorced, United-States, Local-gov, Adm-clerical, <=50K
17, Female, White, 12th, Never-married, United-States, Private, Other-service, <=50K
28, Male, White, HS-grad, Never-married, United-States, Private, Handlers-cleaners, <=50K
24, Female, White, Some-college, Never-married, United-States, Private, Sales, <=50K
40, Female, White, HS-grad, Separated, United-States, Private, Adm-clerical, <=50K
30, Female, White, Masters, Never-married, United-States, Local-gov, Adm-clerical, <=50K
24, Female, White, 11th, Never-married, United-States, Private, Machine-op-inspct, <=50K
26, Female, White, Masters, Married-civ-spouse, United-States, Private, Sales, <=50K
38, Female, White, Some-college, Divorced, United-States, Private, Sales, <=50K
30, Male, White, HS-grad, Married-civ-spouse, United-States, Private, Tech-support, >50K
33, Male, White, Bachelors, Married-civ-spouse, United-States, Private, Exec-managerial, <=50K
40, Male, White, HS-grad, Married-civ-spouse, United-States, Private, Sales, >50K
63, Male, White, HS-grad, Married-civ-spouse, United-States, Self-emp-not-inc, Farming-fishing, <=50K
23, Male, White, 7th-8th, Never-married, United-States, Private, Craft-repair, <=50K
56, Male, Black, HS-grad, Divorced, United-States, Private, Craft-repair, <=50K
42, Male, White, Assoc-voc, Married-civ-spouse, United-States, Self-emp-not-inc, Exec-managerial, <=50K
40, Male, White, HS-grad, Never-married, Canada, Private, Craft-repair, <=50K
49, Female, White, Assoc-acdm, Married-civ-spouse, United-States, Private, Sales, >50K
52, Female, Black, HS-grad, Divorced, United-States, Private, Machine-op-inspct, <=50K
28, Female, White, Bachelors, Never-married, United-States, Private, Adm-clerical, <=50K
35, Male, White, 10th, Married-civ-spouse, United-States, Private, Transport-moving, <=50K
43, Male, White, HS-grad, Never-married, United-States, Self-emp-not-inc, Craft-repair, <=50K
29, Male, White, Prof-school, Never-married, Italy, Self-emp-not-inc, Prof-specialty, >50K
23, Male, White, Bachelors, Never-married, United-States, Private, Machine-op-inspct, <=50K
50, Male, White, Some-college, Married-civ-spouse, United-States, Local-gov, Adm-clerical, <=50K
34, Male, Black, Some-college, Never-married, United-States, Private, Other-service, <=50K
19, Male, White, HS-grad, Never-married, United-States, Private, Other-service, <=50K
47, Female, Black, 11th, Married-civ-spouse, United-States, Private, Machine-op-inspct, <=50K
37, Male, White, Some-college, Married-civ-spouse, United-States, Self-emp-not-inc, Farming-fishing, <=50K
25, Female, Black, HS-grad, Never-married, United-States, Private, Sales, <=50K
75, Male, White, Some-college, Married-civ-spouse, United-States, Private, Exec-managerial, >50K
24, Male, White, HS-grad, Married-civ-spouse, United-States, Private, Craft-repair, <=50K
28, Male, Asian-Pac-Islander, Bachelors, Never-married, United-States, State-gov, Tech-support, <=50K
17, Female, White, 11th, Never-married, United-States, Local-gov, Other-service, <=50K
31, Male, Black, HS-grad, Never-married, United-States, Private, Craft-repair, <=50K
31, Female, White, Preschool, Never-married, Mexico, Private, Other-service, <=50K
45, Male, White, Bachelors, Married-civ-spouse, United-States, Private, Prof-specialty, >50K
31, Male, White, HS-grad, Never-married, United-States, Private, Craft-repair, <=50K
27, Male, White, Bachelors, Married-civ-spouse, United-States, Private, Prof-specialty, >50K
48, Female, Black, Some-college, Widowed, United-States, Private, Exec-managerial, <=50K
34, Male, Black, Bachelors, Married-civ-spouse, United-States, Private, Protective-serv, <=50K
26, Female, Black, HS-grad, Never-married, United-States, Private, Machine-op-inspct, <=50K
53, Male, White, Some-college, Married-civ-spouse, United-States, Private, Prof-specialty, <=50K
60, Male, White, Bachelors, Married-civ-spouse, United-States, Private, Exec-managerial, >50K
49, Female, White, Masters, Separated, United-States, Local-gov, Prof-specialty, <=50K
40, Female, White, Some-college, Divorced, United-States, Private, Exec-managerial, <=50K
48, Male, White, 10th, Married-civ-spouse, United-States, Self-emp-inc, Farming-fishing, <=50K
23, Male, White, Bachelors, Never-married, United-States, Private, Prof-specialty, <=50K
42, Male, White, Assoc-voc, Married-civ-spouse, United-States, Private, Prof-specialty, >50K
37, Male, White, HS-grad, Never-married, United-States, Self-emp-not-inc, Farming-fishing, <=50K
27, Female, White, HS-grad, Never-married, United-States, Private, Craft-repair, <=50K
38, Male, White, Some-college, Married-civ-spouse, United-States, Private, Exec-managerial, >50K
27, Male, White, HS-grad, Never-married, Ireland, Private, Craft-repair, <=50K
75, Female, White, HS-grad, Widowed, United-States, Private, Adm-clerical, <=50K
49, Male, White, Bachelors, Married-civ-spouse, United-States, Self-emp-inc, Sales, >50K
27, Male, White, Some-college, Never-married, United-States, Private, Sales, <=50K
36, Male, White, Bachelors, Never-married, Mexico, Self-emp-not-inc, Farming-fishing, <=50K
36, Male, White, Bachelors, Married-civ-spouse, United-States, Private, Prof-specialty, >50K
35, Male, White, HS-grad, Divorced, United-States, Private, Handlers-cleaners, <=50K
36, Male, White, HS-grad, Married-civ-spouse, United-States, Private, Sales, >50K
53, Male, Black, 11th, Married-civ-spouse, United-States, Private, Craft-repair, <=50K
27, Female, Black, Some-college, Never-married, United-States, Private, Adm-clerical, <=50K
34, Male, White, HS-grad, Divorced, United-States, Private, Craft-repair, <=50K
61, Male, White, Some-college, Married-civ-spouse, United-States, Private, Sales, >50K
29, Male, White, HS-grad, Divorced, United-States, Private, Machine-op-inspct, <=50K
40, Female, Black, Some-college, Divorced, United-States, State-gov, Adm-clerical, <=50K
37, Male, White, Masters, Never-married, United-States, Private, Exec-managerial, >50K
22, Male, White, 9th, Never-married, United-States, Private, Handlers-cleaners, <=50K
43, Male, White, Some-college, Married-civ-spouse, United-States, Self-emp-inc, Exec-managerial, <=50K
55, Male, White, HS-grad, Married-civ-spouse, United-States, Self-emp-not-inc, Farming-fishing, <=50K
28, Female, White, Some-college, Divorced, United-States, Private, Adm-clerical, <=50K
23, Female, White, Bachelors, Never-married, United-States, Private, Other-service, <=50K
64, Male, Black, 11th, Married-civ-spouse, United-States, Local-gov, Craft-repair, >50K
46, Male, White, Some-college, Never-married, United-States, Private, Handlers-cleaners, <=50K
29, Male, White, Some-college, Never-married, United-States, Private, Craft-repair, <=50K
44, Male, Asian-Pac-Islander, Masters, Married-civ-spouse, India, Private, Exec-managerial, <=50K
20, Male, White, Some-college, Never-married, United-States, Private, Prof-specialty, <=50K
62, Male, White, Some-college, Divorced, United-States, Self-emp-not-inc, Sales, <=50K
49, Female, White, Assoc-voc, Never-married, Columbia, Private, Exec-managerial, <=50K
29, Female, Amer-Indian-Eskimo, 10th, Married-civ-spouse, United-States, Private, Farming-fishing, <=50K
35, Male, White, Bachelors, Married-civ-spouse, Japan, Self-emp-not-inc, Sales, <=50K
39, Male, White, 11th, Married-civ-spouse, United-States, Local-gov, Transport-moving, <=50K
39, Male, White, Bachelors, Never-married, United-States, Private, Exec-managerial, <=50K
37, Female, White, HS-grad, Divorced, United-States, Private, Machine-op-inspct, <=50K
38, Male, White, HS-grad, Married-civ-spouse, Mexico, Private, Handlers-cleaners, <=50K
31, Male, White, 7th-8th, Married-civ-spouse, United-States, Private, Machine-op-inspct, <=50K
55, Male, White, 7th-8th, Married-civ-spouse, United-States, Private, Craft-repair, <=50K
38, Female, White, Some-college, Separated, United-States, Private, Other-service, <=50K
33, Female, White, Some-college, Divorced, United-States, Private, Sales, <=50K
25, Female, White, Assoc-acdm, Never-married, United-States, Private, Adm-clerical, <=50K
37, Female, White, Assoc-voc, Divorced, United-States, Private, Tech-support, <=50K
49, Male, White, Some-college, Divorced, United-States, Private, Tech-support, <=50K
26, Male, White, HS-grad, Never-married, United-States, Private, Craft-repair, <=50K
35, Male, White, HS-grad, Married-civ-spouse, United-States, Private, Craft-repair, <=50K
44, Female, White, HS-grad, Married-civ-spouse, United-States, Self-emp-inc, Sales, <=50K
37, Male, White, Masters, Separated, United-States, Private, Exec-managerial, >50K
42, Male, White, Bachelors, Married-civ-spouse, United-States, Private, Prof-specialty, >50K
64, Female, White, Doctorate, Never-married, United-States, State-gov, Prof-specialty, >50K
28, Male, White, HS-grad, Married-civ-spouse, United-States, Private, Handlers-cleaners, >50K
35, Male, White, HS-grad, Never-married, United-States, Self-emp-not-inc, Exec-managerial, <=50K
40, Male, White, Bachelors, Married-civ-spouse, United-States, State-gov, Adm-clerical, <=50K
55, Male, White, Bachelors, Married-civ-spouse, United-States, Federal-gov, Prof-specialty, >50K
21, Male, White, HS-grad, Never-married, United-States, Private, Farming-fishing, <=50K
49, Female, Black, Some-college, Never-married, United-States, Private, Exec-managerial, <=50K
51, Male, White, Doctorate, Married-civ-spouse, United-States, State-gov, Prof-specialty, >50K
