Age,Sex,Race,Education,MaritalStatus,Country,WorkClass,Occupation,SalaryClass
2,Any,Person,Graduate,spouse not present,A*a,Employed,Exec-managerial,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Exec-managerial,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Exec-managerial,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Exec-managerial,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Exec-managerial,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Exec-managerial,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Sales,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Exec-managerial,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Sales,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Sales,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Exec-managerial,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Exec-managerial,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Handlers-cleaners,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Sales,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Sales,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Exec-managerial,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Sales,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Exec-managerial,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Exec-managerial,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Sales,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Sales,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Sales,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Exec-managerial,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Sales,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Exec-managerial,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Exec-managerial,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Sales,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Exec-managerial,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Handlers-cleaners,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Sales,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Exec-managerial,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Sales,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Exec-managerial,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Handlers-cleaners,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Sales,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Sales,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Exec-managerial,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Exec-managerial,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Sales,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Sales,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Sales,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Exec-managerial,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Sales,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Sales,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Exec-managerial,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Exec-managerial,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Sales,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Exec-managerial,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Handlers-cleaners,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Sales,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Exec-managerial,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Sales,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Exec-managerial,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Exec-managerial,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Exec-managerial,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Exec-managerial,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Sales,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Exec-managerial,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Exec-managerial,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Exec-managerial,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Handlers-cleaners,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Sales,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Exec-managerial,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Exec-managerial,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Exec-managerial,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Exec-managerial,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Handlers-cleaners,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Exec-managerial,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Sales,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Sales,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Exec-managerial,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Exec-managerial,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Exec-managerial,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Exec-managerial,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Sales,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Handlers-cleaners,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Handlers-cleaners,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Handlers-cleaners,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Handlers-cleaners,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Sales,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Exec-managerial,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Exec-managerial,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Exec-managerial,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Sales,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Exec-managerial,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Sales,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Sales,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Exec-managerial,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Exec-managerial,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Sales,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Exec-managerial,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Sales,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Exec-managerial,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Handlers-cleaners,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Exec-managerial,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Sales,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Sales,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Exec-managerial,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Exec-managerial,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Exec-managerial,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Sales,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Exec-managerial,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Handlers-cleaners,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Exec-managerial,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Handlers-cleaners,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Sales,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Exec-managerial,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Exec-managerial,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Sales,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Exec-managerial,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Exec-managerial,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Sales,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Sales,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Handlers-cleaners,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Exec-managerial,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Sales,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Sales,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Exec-managerial,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Exec-managerial,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Exec-managerial,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Exec-managerial,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Exec-managerial,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Exec-managerial,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Exec-managerial,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Sales,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Exec-managerial,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Exec-managerial,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Exec-managerial,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Exec-managerial,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Exec-managerial,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Sales,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Exec-managerial,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Exec-managerial,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Handlers-cleaners,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Exec-managerial,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Exec-managerial,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Sales,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Sales,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Exec-managerial,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Sales,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Sales,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Sales,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Sales,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Sales,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Sales,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Sales,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Handlers-cleaners,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Sales,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Exec-managerial,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Exec-managerial,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Handlers-cleaners,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Exec-managerial,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Sales,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Sales,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Exec-managerial,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Exec-managerial,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Sales,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Sales,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Sales,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Sales,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Sales,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Exec-managerial,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Sales,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Exec-managerial,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Exec-managerial,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Handlers-cleaners,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Exec-managerial,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Sales,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Sales,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Handlers-cleaners,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Exec-managerial,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Exec-managerial,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Sales,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Exec-managerial,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Exec-managerial,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Sales,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Sales,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Sales,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Exec-managerial,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Sales,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Exec-managerial,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Sales,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Sales,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Handlers-cleaners,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Sales,<=50K
2,Any,Person,Graduate,spouse not present,A*a,Employed,Exec-managerial,<=50K
1,Any,Person,School,spouse not present,A*a,Employed,Handlers-cleaners,<=50K
1,Any,Person,School,spouse not present,A*a,Employed,Handlers-cleaners,<=50K
1,Any,Person,School,spouse not present,A*a,Employed,Sales,<=50K
1,Any,Person,School,spouse not present,A*a,Employed,Handlers-cleaners,<=50K
1,Any,Person,School,spouse not present,A*a,Employed,Sales,<=50K
1,Any,Person,School,spouse not present,A*a,Employed,Sales,<=50K
1,Any,Person,School,spouse not present,A*a,Employed,Handlers-cleaners,<=50K
1,Any,Person,School,spouse not present,A*a,Employed,Sales,<=50K
1,Any,Person,School,spouse not present,A*a,Employed,Sales,<=50K
1,Any,Person,School,spouse not present,A*a,Employed,Sales,<=50K
1,Any,Person,School,spouse not present,A*a,Employed,Sales,<=50K
1,Any,Person,School,spouse not present,A*a,Employed,Sales,<=50K
1,Any,Person,School,spouse not present,A*a,Employed,Handlers-cleaners,<=50K
1,Any,Person,School,spouse not present,A*a,Employed,Sales,<=50K
1,Any,Person,School,spouse not present,A*a,Employed,Sales,<=50K
1,Any,Person,School,spouse not present,A*a,Employed,Handlers-cleaners,<=50K
1,Any,Person,School,spouse not present,A*a,Employed,Handlers-cleaners,<=50K
1,Any,Person,School,spouse not present,A*a,Employed,Sales,<=50K
1,Any,Person,School,spouse not present,A*a,Employed,Handlers-cleaners,<=50K
1,Any,Person,School,spouse not present,A*a,Employed,Sales,<=50K
1,Any,Person,School,spouse not present,A*a,Employed,Sales,<=50K
1,Any,Person,School,spouse not present,A*a,Employed,Handlers-cleaners,<=50K
1,Any,Person,School,spouse not present,A*a,Employed,Handlers-cleaners,<=50K
1,Any,Person,School,spouse not present,A*a,Employed,Sales,<=50K
1,Any,Person,School,spouse not present,A*a,Employed,Sales,<=50K
1,Any,Person,School,spouse not present,A*a,Employed,Handlers-cleaners,<=50K
1,Any,Person,School,spouse not present,A*a,Employed,Sales,<=50K
1,Any,Person,School,spouse not present,A*a,Employed,Handlers-cleaners,<=50K
1,Any,Person,School,spouse not present,A*a,Employed,Handlers-cleaners,<=50K
1,Any,Person,School,spouse not present,A*a,Employed,Handlers-cleaners,<=50K
1,Any,Person,School,spouse not present,A*a,Employed,Sales,<=50K
1,Any,Person,School,spouse not present,A*a,Employed,Handlers-cleaners,<=50K
1,Any,Person,School,spouse not present,A*a,Employed,Sales,<=50K
1,Any,Person,School,spouse not present,A*a,Employed,Handlers-cleaners,<=50K
1,Any,Person,School,spouse not present,A*a,Employed,Sales,<=50K
1,Any,Person,School,spouse not present,A*a,Employed,Exec-managerial,<=50K
1,Any,Person,School,spouse not present,A*a,Employed,Sales,<=50K
1,Any,Person,School,spouse not present,A*a,Employed,Handlers-cleaners,<=50K
1,Any,Person,School,spouse not present,A*a,Employed,Handlers-cleaners,<=50K
1,Any,Person,School,spouse not present,A*a,Employed,Sales,<=50K
1,Any,Person,School,spouse not present,A*a,Employed,Sales,<=50K
1,Any,Person,School,spouse not present,A*a,Employed,Sales,<=50K
1,Any,Person,School,spouse not present,A*a,Employed,Exec-managerial,<=50K
1,Any,Person,School,spouse not present,A*a,Employed,Handlers-cleaners,<=50K
1,Any,Person,School,spouse not present,A*a,Employed,Sales,<=50K
1,Any,Person,School,spouse not present,A*a,Employed,Handlers-cleaners,<=50K
1,Any,Person,School,spouse not present,A*a,Employed,Handlers-cleaners,<=50K
1,Any,Person,School,spouse not present,A*a,Employed,Sales,<=50K
1,Any,Person,School,spouse not present,A*a,Employed,Sales,<=50K
1,Any,Person,School,spouse not present,A*a,Employed,Handlers-cleaners,<=50K
1,Any,Person,School,spouse not present,A*a,Employed,Sales,<=50K
1,Any,Person,School,spouse not present,A*a,Employed,Sales,<=50K
1,Any,Person,School,spouse not present,A*a,Employed,Handlers-cleaners,<=50K
1,Any,Person,School,spouse not present,A*a,Employed,Handlers-cleaners,<=50K
1,Any,Person,School,spouse not present,A*a,Employed,Handlers-cleaners,<=50K
1,Any,Person,School,spouse not present,A*a,Employed,Sales,<=50K
1,Any,Person,School,spouse not present,A*a,Employed,Handlers-cleaners,<=50K
1,Any,Person,School,spouse not present,A*a,Employed,Sales,<=50K
1,Any,Person,School,spouse not present,A*a,Employed,Sales,<=50K
1,Any,Person,School,spouse not present,A*a,Employed,Handlers-cleaners,<=50K
1,Any,Person,School,spouse not present,A*a,Employed,Sales,<=50K
1,Any,Person,School,spouse not present,A*a,Employed,Sales,<=50K
1,Any,Person,Graduate,spouse present,A*a,Employed,Exec-managerial,>50K
1,Any,Person,Graduate,spouse present,A*a,Employed,Sales,>50K
1,Any,Person,Graduate,spouse present,A*a,Employed,Exec-managerial,>50K
1,Any,Person,Graduate,spouse present,A*a,Employed,Exec-managerial,>50K
1,Any,Person,Graduate,spouse present,A*a,Employed,Exec-managerial,>50K
1,Any,Person,Graduate,spouse present,A*a,Employed,Exec-managerial,>50K
1,Any,Person,Graduate,spouse present,A*a,Employed,Sales,>50K
1,Any,Person,Graduate,spouse present,A*a,Employed,Exec-managerial,>50K
1,Any,Person,Graduate,spouse present,A*a,Employed,Handlers-cleaners,>50K
1,Any,Person,Graduate,spouse present,A*a,Employed,Sales,>50K
1,Any,Person,Graduate,spouse present,A*a,Employed,Exec-managerial,>50K
1,Any,Person,Graduate,spouse present,A*a,Employed,Exec-managerial,>50K
1,Any,Person,Graduate,spouse present,A*a,Employed,Sales,>50K
1,Any,Person,Graduate,spouse present,A*a,Employed,Handlers-cleaners,>50K
1,Any,Person,Graduate,spouse present,A*a,Employed,Exec-managerial,>50K
1,Any,Person,Graduate,spouse present,A*a,Employed,Exec-managerial,>50K
1,Any,Person,Graduate,spouse present,A*a,Employed,Sales,>50K
1,Any,Person,Graduate,spouse present,A*a,Employed,Exec-managerial,>50K
1,Any,Person,Graduate,spouse present,A*a,Employed,Sales,>50K
1,Any,Person,Graduate,spouse present,A*a,Employed,Sales,>50K
1,Any,Person,Graduate,spouse present,A*a,Employed,Exec-managerial,>50K
1,Any,Person,Graduate,spouse present,A*a,Employed,Sales,>50K
1,Any,Person,Graduate,spouse present,A*a,Employed,Handlers-cleaners,>50K
1,Any,Person,Graduate,spouse present,A*a,Employed,Sales,>50K
1,Any,Person,Graduate,spouse present,A*a,Employed,Exec-managerial,>50K
1,Any,Person,Graduate,spouse present,A*a,Employed,Sales,>50K
1,Any,Person,Graduate,spouse present,A*a,Employed,Exec-managerial,>50K
1,Any,Person,Graduate,spouse present,A*a,Employed,Exec-managerial,>50K
3,Any,Person,Graduate,spouse present,A*a,Employed,Exec-managerial,>50K
3,Any,Person,Graduate,spouse present,A*a,Employed,Exec-managerial,>50K
3,Any,Person,Graduate,spouse present,A*a,Employed,Sales,>50K
3,Any,Person,Graduate,spouse present,A*a,Employed,Sales,>50K
3,Any,Person,Graduate,spouse present,A*a,Employed,Sales,>50K
3,Any,Person,Graduate,spouse present,A*a,Employed,Sales,>50K
3,Any,Person,Graduate,spouse present,A*a,Employed,Sales,>50K
3,Any,Person,Graduate,spouse present,A*a,Employed,Exec-managerial,>50K
3,Any,Person,Graduate,spouse present,A*a,Employed,Exec-managerial,>50K
3,Any,Person,Graduate,spouse present,A*a,Employed,Sales,>50K
3,Any,Person,Graduate,spouse present,A*a,Employed,Exec-managerial,>50K
3,Any,Person,Graduate,spouse present,A*a,Employed,Sales,>50K
3,Any,Person,Graduate,spouse present,A*a,Employed,Sales,>50K
3,Any,Person,Graduate,spouse present,A*a,Employed,Exec-managerial,>50K
3,Any,Person,Graduate,spouse present,A*a,Employed,Exec-managerial,>50K
3,Any,Person,Graduate,spouse present,A*a,Employed,Sales,>50K
3,Any,Person,Graduate,spouse present,A*a,Employed,Sales,>50K
3,Any,Person,Graduate,spouse present,A*a,Employed,Exec-managerial,>50K
3,Any,Person,Graduate,spouse present,A*a,Employed,Sales,>50K
3,Any,Person,Graduate,spouse present,A*a,Employed,Exec-managerial,>50K
3,Any,Person,Graduate,spouse present,A*a,Employed,Sales,>50K
3,Any,Person,Graduate,spouse present,A*a,Employed,Exec-managerial,>50K
3,Any,Person,Graduate,spouse present,A*a,Employed,Exec-managerial,>50K
3,Any,Person,Graduate,spouse present,A*a,Employed,Sales,>50K
3,Any,Person,Graduate,spouse present,A*a,Employed,Exec-managerial,>50K
3,Any,Person,Graduate,spouse present,A*a,Employed,Exec-managerial,>50K
3,Any,Person,Graduate,spouse present,A*a,Employed,Handlers-cleaners,>50K
3,Any,Person,Graduate,spouse present,A*a,Employed,Sales,>50K
3,Any,Person,Graduate,spouse present,A*a,Employed,Exec-managerial,>50K
3,Any,Person,Graduate,spouse present,A*a,Employed,Exec-managerial,>50K
3,Any,Person,Graduate,spouse present,A*a,Employed,Exec-managerial,>50K
3,Any,Person,Graduate,spouse present,A*a,Employed,Sales,>50K
3,Any,Person,Graduate,spouse present,A*a,Employed,Exec-managerial,>50K
3,Any,Person,Graduate,spouse present,A*a,Employed,Exec-managerial,>50K
3,Any,Person,Graduate,spouse present,A*a,Employed,Exec-managerial,>50K
3,Any,Person,Graduate,spouse present,A*a,Employed,Sales,>50K
3,Any,Person,Graduate,spouse present,A*a,Employed,Exec-managerial,<=50K
3,Any,Person,Graduate,spouse present,A*a,Employed,Handlers-cleaners,<=50K
3,Any,Person,Graduate,spouse present,A*a,Employed,Sales,<=50K
3,Any,Person,Graduate,spouse present,A*a,Employed,Exec-managerial,<=50K
3,Any,Person,Graduate,spouse present,A*a,Employed,Exec-managerial,<=50K
3,Any,Person,Graduate,spouse present,A*a,Employed,Exec-managerial,<=50K
3,Any,Person,Graduate,spouse present,A*a,Employed,Sales,<=50K
3,Any,Person,Graduate,spouse present,A*a,Employed,Sales,<=50K
3,Any,Person,Graduate,spouse present,A*a,Employed,Sales,<=50K
3,Any,Person,Graduate,spouse present,A*a,Employed,Exec-managerial,<=50K
3,Any,Person,Graduate,spouse present,A*a,Employed,Exec-managerial,<=50K
3,Any,Person,Graduate,spouse present,A*a,Employed,Sales,<=50K
3,Any,Person,Graduate,spouse present,A*a,Employed,Exec-managerial,<=50K
3,Any,Person,Graduate,spouse present,A*a,Employed,Sales,<=50K
3,Any,Person,Graduate,spouse present,A*a,Employed,Sales,<=50K
3,Any,Person,Graduate,spouse present,A*a,Employed,Sales,<=50K
3,Any,Person,Graduate,spouse present,A*a,Employed,Sales,<=50K
3,Any,Person,Graduate,spouse present,A*a,Employed,Exec-managerial,<=50K
3,Any,Person,Graduate,spouse present,A*a,Employed,Exec-managerial,<=50K
3,Any,Person,Graduate,spouse present,A*a,Employed,Exec-managerial,<=50K
3,Any,Person,Graduate,spouse present,A*a,Employed,Sales,<=50K
3,Any,Person,Graduate,spouse present,A*a,Employed,Exec-managerial,<=50K
3,Any,Person,Graduate,spouse present,A*a,Employed,Exec-managerial,<=50K
1,Any,Person,Graduate,spouse present,A*a,Employed,Exec-managerial,<=50K
1,Any,Person,Graduate,spouse present,A*a,Employed,Exec-managerial,<=50K
1,Any,Person,Graduate,spouse present,A*a,Employed,Sales,<=50K
1,Any,Person,Graduate,spouse present,A*a,Employed,Handlers-cleaners,<=50K
1,Any,Person,Graduate,spouse present,A*a,Employed,Handlers-cleaners,<=50K
1,Any,Person,Graduate,spouse present,A*a,Employed,Exec-managerial,<=50K
1,Any,Person,Graduate,spouse present,A*a,Employed,Exec-managerial,<=50K
1,Any,Person,Graduate,spouse present,A*a,Employed,Sales,<=50K
1,Any,Person,Graduate,spouse present,A*a,Employed,Handlers-cleaners,<=50K
1,Any,Person,Graduate,spouse present,A*a,Employed,Exec-managerial,<=50K
1,Any,Person,Graduate,spouse present,A*a,Employed,Exec-managerial,<=50K
1,Any,Person,Graduate,spouse present,A*a,Employed,Handlers-cleaners,<=50K
1,Any,Person,Graduate,spouse present,A*a,Employed,Exec-managerial,<=50K
1,Any,Person,Graduate,spouse present,A*a,Employed,Exec-managerial,<=50K
1,Any,Person,Graduate,spouse present,A*a,Employed,Sales,<=50K
1,Any,Person,Graduate,spouse present,A*a,Employed,Handlers-cleaners,<=50K
1,Any,Person,Graduate,spouse present,A*a,Employed,Handlers-cleaners,<=50K
1,Any,Person,Graduate,spouse present,A*a,Employed,Sales,<=50K
1,Any,Person,Graduate,spouse present,A*a,Employed,Exec-managerial,<=50K
1,Any,Person,Graduate,spouse present,A*a,Employed,Exec-managerial,<=50K
1,Any,Person,Graduate,spouse present,A*a,Employed,Exec-managerial,<=50K
1,Any,Person,Graduate,spouse present,A*a,Employed,Sales,<=50K
1,Any,Person,Graduate,spouse present,A*a,Employed,Sales,<=50K
1,Any,Person,Graduate,spouse present,A*a,Employed,Sales,<=50K
1,Any,Person,Graduate,spouse present,A*a,Employed,Handlers-cleaners,<=50K
1,Any,Person,Graduate,spouse present,A*a,Employed,Handlers-cleaners,<=50K
1,Any,Person,Graduate,spouse present,A*a,Employed,Handlers-cleaners,<=50K
1,Any,Person,Graduate,spouse present,A*a,Employed,Sales,<=50K
1,Any,Person,Graduate,spouse present,A*a,Employed,Sales,<=50K
1,Any,Person,Graduate,spouse present,A*a,Employed,Exec-managerial,<=50K
1,Any,Person,Graduate,spouse present,A*a,Employed,Exec-managerial,<=50K
1,Any,Person,Graduate,spouse present,A*a,Employed,Handlers-cleaners,<=50K
1,Any,Person,Graduate,spouse present,A*a,Employed,Sales,<=50K
1,Any,Person,Graduate,spouse present,A*a,Employed,Handlers-cleaners,<=50K
1,Any,Person,Graduate,spouse present,A*a,Employed,Sales,<=50K
